epoch,accuracy,loss,val_accuracy,val_loss
0,0.24696356058120728,1.4018971920013428,0.4000000059604645,1.3406147956848145
1,0.38866397738456726,1.296507477760315,0.42222222685813904,1.134320616722107
2,0.49392712116241455,1.1010863780975342,0.6222222447395325,0.8938241004943848
3,0.659919023513794,0.8397930860519409,0.6888889074325562,0.8759671449661255
4,0.7327935099601746,0.6776201128959656,0.6888889074325562,0.7385810613632202
5,0.7530364394187927,0.585736095905304,0.6000000238418579,1.310531497001648
6,0.8097165822982788,0.5297942161560059,0.8444444537162781,0.5812489986419678
7,0.7651821970939636,0.6352286338806152,0.800000011920929,0.611414909362793
8,0.8218623399734497,0.4271318316459656,0.8444444537162781,0.7557035684585571
9,0.850806474685669,0.3771857023239136,0.8444444537162781,0.6338104009628296
10,0.8866396546363831,0.30291518568992615,0.8666666746139526,0.9672375917434692
11,0.8663967847824097,0.3289317190647125,0.8666666746139526,0.71880042552948
12,0.899193525314331,0.311282753944397,0.8888888955116272,0.9130927324295044
13,0.9068825840950012,0.23211532831192017,0.8666666746139526,0.9573773741722107
14,0.931174099445343,0.1905488818883896,0.8666666746139526,0.9364758133888245
15,0.9473684430122375,0.1599261462688446,0.9111111164093018,1.3253779411315918
16,0.9028339982032776,0.2031034678220749,0.8666666746139526,0.9544236660003662
17,0.9028339982032776,0.26770004630088806,0.9111111164093018,1.015520691871643
18,0.931174099445343,0.20355242490768433,0.9111111164093018,0.979731559753418
19,0.9676113128662109,0.12219039350748062,0.9111111164093018,1.1431734561920166
20,0.9838056564331055,0.08014761656522751,0.9111111164093018,0.9505078792572021
21,0.9433198571205139,0.1979147344827652,0.8666666746139526,1.366441011428833
22,0.9433198571205139,0.13048376142978668,0.9333333373069763,1.0913035869598389
23,0.9595141410827637,0.1280403435230255,0.8888888955116272,0.9635311365127563
24,0.9716598987579346,0.12041142582893372,0.9111111164093018,1.108632206916809
25,0.9797570705413818,0.07842087745666504,0.9111111164093018,1.1387581825256348
26,0.9797570705413818,0.07059147953987122,0.9333333373069763,0.9569165706634521
27,0.9757084846496582,0.07492110878229141,0.9333333373069763,1.2485188245773315
28,0.9838056564331055,0.0759284496307373,0.9111111164093018,1.3009016513824463
29,0.9635627269744873,0.08214427530765533,0.9333333373069763,1.1884373426437378
30,0.9433198571205139,0.17916405200958252,0.8666666746139526,1.3862159252166748
