epoch,accuracy,loss,val_accuracy,val_loss
0,0.30000001192092896,5.439802169799805,0.3333333432674408,6.545846939086914
1,0.3285714387893677,5.238772869110107,0.3888888955116272,1.9204035997390747
2,0.44285714626312256,2.555114507675171,0.3055555522441864,2.4998254776000977
3,0.2864583432674408,2.3222968578338623,0.3333333432674408,2.47805118560791
4,0.3214285671710968,1.915550708770752,0.1666666716337204,1.701833963394165
5,0.37857142090797424,1.2251105308532715,0.3888888955116272,1.256256103515625
6,0.3958333432674408,1.3012161254882812,0.3888888955116272,1.3043051958084106
7,0.5928571224212646,0.937458336353302,0.6666666865348816,1.0629074573516846
8,0.7395833134651184,1.0263701677322388,0.7222222089767456,1.0496186017990112
9,0.7642857432365417,0.9745213985443115,0.75,0.9660739898681641
10,0.7428571581840515,0.8718935251235962,0.7777777910232544,0.7943487167358398
11,0.7571428418159485,0.6841971278190613,0.7222222089767456,0.777594268321991
12,0.8142856955528259,0.6336647868156433,0.75,0.7772189974784851
13,0.8285714387893677,0.5766292214393616,0.8333333134651184,0.6836095452308655
14,0.8714285492897034,0.4704470634460449,0.7777777910232544,0.6268824338912964
15,0.8428571224212646,0.4111809730529785,0.75,0.6196313500404358
16,0.8785714507102966,0.36191606521606445,0.8055555820465088,0.5462659597396851
17,0.8928571343421936,0.3411601185798645,0.8333333134651184,0.5570003390312195
18,0.9357143044471741,0.3289608657360077,0.8333333134651184,0.6101981997489929
19,0.9635416865348816,0.25727972388267517,0.7777777910232544,0.5788133144378662
20,0.9357143044471741,0.28195562958717346,0.8055555820465088,0.5077248215675354
21,0.9714285731315613,0.19347324967384338,0.8333333134651184,0.5515343546867371
22,0.949999988079071,0.21054735779762268,0.7777777910232544,0.5260608196258545
23,0.9642857313156128,0.17718957364559174,0.8333333134651184,0.5148348808288574
24,0.9739583134651184,0.1521051675081253,0.8611111044883728,0.49348577857017517
25,0.9857142567634583,0.12866418063640594,0.8333333134651184,0.509479820728302
26,0.9928571581840515,0.11051029711961746,0.8333333134651184,0.48412975668907166
27,0.9928571581840515,0.09587471932172775,0.8888888955116272,0.43455633521080017
28,0.9928571581840515,0.08682398498058319,0.8888888955116272,0.4406142830848694
29,1.0,0.07142844051122665,0.8055555820465088,0.4836808443069458
30,1.0,0.06410518288612366,0.8333333134651184,0.47207552194595337
31,0.9928571581840515,0.06736075133085251,0.8888888955116272,0.4216901659965515
32,1.0,0.049478679895401,0.9166666865348816,0.412087082862854
33,1.0,0.0445772223174572,0.8888888955116272,0.4240500032901764
34,1.0,0.04133705794811249,0.8888888955116272,0.42978018522262573
35,1.0,0.03809044882655144,0.8888888955116272,0.40452420711517334
36,1.0,0.03155742958188057,0.8888888955116272,0.39621204137802124
37,1.0,0.027415210381150246,0.8611111044883728,0.41415935754776
38,1.0,0.023408299311995506,0.8611111044883728,0.4230673313140869
39,1.0,0.02353896014392376,0.8888888955116272,0.4269849359989166
