epoch,accuracy,loss,val_accuracy,val_loss
0,0.2857142984867096,4.885078430175781,0.3333333432674408,7.906502723693848
1,0.3285714387893677,6.388370990753174,0.3611111044883728,1.810973048210144
2,0.44999998807907104,2.758056640625,0.5,2.424241304397583
3,0.3177083432674408,2.2926065921783447,0.3333333432674408,1.9647314548492432
4,0.30000001192092896,1.704930305480957,0.3055555522441864,1.3381277322769165
5,0.40714284777641296,1.1650018692016602,0.4722222089767456,1.1333582401275635
6,0.375,1.2432979345321655,0.5277777910232544,1.1230425834655762
7,0.5857142806053162,0.9724414348602295,0.6944444179534912,1.041033387184143
8,0.640625,1.130751132965088,0.7222222089767456,1.0476690530776978
9,0.6928571462631226,1.1130026578903198,0.7777777910232544,0.9455161690711975
10,0.6857143044471741,1.0136849880218506,0.7777777910232544,0.8527919054031372
11,0.6714285612106323,0.9015455842018127,0.6111111044883728,0.8642642498016357
12,0.6499999761581421,0.9193958640098572,0.75,0.8405298590660095
13,0.6285714507102966,0.8394520282745361,0.6666666865348816,0.8211669921875
14,0.6499999761581421,0.8126823902130127,0.7777777910232544,0.7082372307777405
15,0.7714285850524902,0.7016122937202454,0.7222222089767456,0.7737556099891663
16,0.7571428418159485,0.6773303151130676,0.75,0.6644888520240784
17,0.7642857432365417,0.793239414691925,0.7222222089767456,0.6987388134002686
18,0.7785714268684387,0.6673474907875061,0.6944444179534912,0.7203081250190735
19,0.75,0.7031807899475098,0.7777777910232544,0.6426987051963806
20,0.7785714268684387,0.6043927669525146,0.7222222089767456,0.6238082051277161
21,0.8071428537368774,0.5431314706802368,0.7222222089767456,0.6335781812667847
22,0.8500000238418579,0.5472891926765442,0.8333333134651184,0.6260494589805603
23,0.8357142806053162,0.5475736260414124,0.8611111044883728,0.606460452079773
24,0.828125,0.49799394607543945,0.75,0.5663766264915466
25,0.8214285969734192,0.4916973114013672,0.8333333134651184,0.5539553165435791
26,0.8428571224212646,0.4134935736656189,0.8611111044883728,0.5547579526901245
27,0.8928571343421936,0.38497549295425415,0.8611111044883728,0.5520350933074951
28,0.9071428775787354,0.3948917090892792,0.8055555820465088,0.5791032314300537
29,0.8645833134651184,0.4256913363933563,0.8055555820465088,0.5745435357093811
30,0.9142857193946838,0.37047651410102844,0.8888888955116272,0.5281563997268677
31,0.8999999761581421,0.3993847072124481,0.8333333134651184,0.5810281038284302
32,0.890625,0.37608423829078674,0.8611111044883728,0.5325492024421692
33,0.8714285492897034,0.3783256411552429,0.8333333134651184,0.5544421076774597
34,0.8854166865348816,0.3278718888759613,0.8888888955116272,0.5317332744598389
35,0.8928571343421936,0.3718128502368927,0.8611111044883728,0.5408230423927307
36,0.9010416865348816,0.3328482210636139,0.8333333134651184,0.5943963527679443
37,0.890625,0.3099292516708374,0.8333333134651184,0.5604441165924072
38,0.8999999761581421,0.3067390024662018,0.8611111044883728,0.5391629338264465
39,0.9071428775787354,0.30542004108428955,0.8611111044883728,0.5527322292327881
40,0.9285714030265808,0.2759264409542084,0.8333333134651184,0.6357529759407043
41,0.9166666865348816,0.2760961055755615,0.8333333134651184,0.6054041385650635
42,0.9285714030265808,0.27083733677864075,0.8888888955116272,0.5278811454772949
43,0.9285714030265808,0.29135096073150635,0.8888888955116272,0.5066035985946655
44,0.9357143044471741,0.26120975613594055,0.8333333134651184,0.6150470972061157
45,0.8857142925262451,0.3094481825828552,0.8333333134651184,0.6627270579338074
46,0.9071428775787354,0.29148760437965393,0.8333333134651184,0.6351163387298584
47,0.9322916865348816,0.24863331019878387,0.8611111044883728,0.5425214767456055
48,0.9642857313156128,0.19714634120464325,0.8611111044883728,0.492492139339447
49,0.9285714030265808,0.2528848946094513,0.8611111044883728,0.5089423656463623
50,0.9357143044471741,0.25914716720581055,0.8888888955116272,0.5317941308021545
51,0.9071428775787354,0.274959534406662,0.8888888955116272,0.5119057893753052
52,0.9714285731315613,0.19549044966697693,0.8333333134651184,0.6280895471572876
53,0.9142857193946838,0.2523851692676544,0.8611111044883728,0.5488951206207275
54,0.9571428298950195,0.19136551022529602,0.8333333134651184,0.6046139001846313
55,0.9071428775787354,0.2691936790943146,0.8611111044883728,0.5593775510787964
56,0.9270833134651184,0.21701793372631073,0.8333333134651184,0.6235479712486267
57,0.9357143044471741,0.2255437672138214,0.8333333134651184,0.5697727203369141
58,0.9357143044471741,0.21480566263198853,0.8611111044883728,0.5449109673500061
59,0.8928571343421936,0.21562813222408295,0.8611111044883728,0.5564910769462585
60,0.9428571462631226,0.21926099061965942,0.9166666865348816,0.5084452033042908
61,0.9642857313156128,0.2035609930753708,0.9166666865348816,0.5028697848320007
62,0.9714285731315613,0.1833946704864502,0.8611111044883728,0.5360386371612549
